"","x","y","X60","X580","X650","X670","X800","X1200","X1260","X1320","X1440","X1720","X1840","X1910","X1940","X1960","X1970","X2000","X2001","X2010","X2020","X2030","X2070","X2730","X2890","X3100","X3131","X3160","X3190","X3200","X3210","X3250","X3255","X3260","X3270","X3290","X3320","X3330","X3370","X3390","X3430","X3520","X3600","X3640","X3680","X3730","X3750","X3870","X3900","X3930","X3940","X3950","X4050","X4060","X4090","X4120","X4160","X4171","X4200","X4230","X4280","X4440","X4520","X4560","X4610","X4650","X4740","X4770","X4880","X4881","X4900","X4930","X4950","X4980","X5010","X5060","X5110","X5130","X5190","X5290","X5460","X5520","X5600","X5630","X5750","X5810","X5870","X5930","X5970","X5980","X6010","X6040","X6080","X6100","X6110","X6120","X6130","X6140","X6170","X6190","X6220","X6240","X6280","X6290","X6310","X6360","X6370","X6380","X6390","X6410","X6480","X6630","X6670","X6710","X6730","X6740","X6760","X6770","X6810","X6830","X6840","X6870","X6882","X7030","X7040","X7050","X7180","X7270","X7290","X7310","X7360","X7510","X7550","X7610","X7660","X22860","X10","X1210","X1350","X1410","X1670","X2111","X2140","X2210","X2260","X2630","X2930","X2950","X2960","X3120","X3340","X3350","X3400","X3420","X3460","X3560","X3732","X3780","X3790","X3810","X3850","X3920","X3960","X3975","X4010","X4022","X4040","X4070","X4110","X4130","X4140","X4172","X4180","X4210","X4250","X4270","X4290","X4300","X4310","X4320","X4402","X4410","X4451","X4470","X4480","X4530","X4540","X4550","X4570","X4580","X4590","X4600","X4620","X4640","X4690","X4691","X4710","X4720","X4780","X4813","X4820","X4860","X4865","X4870","X4910","X4920","X4960","X4970","X5011","X5040","X5050","X5080","X5100","X5120","X5140","X5180","X5210","X5300","X5330","X5400","X5620","X5650","X5690","X5700","X5730","X5738","X5760","X5780","X5790","X5800","X5880","X5900","X5910","X5920","X5940","X5960","X6000","X6070","X6090","X6150","X6200","X6270","X6292","X6320","X6330","X6340","X6430","X6440","X6510","X6520","X6560","X6640","X6650","X6880","X6900","X7070","X7080","X7110","X7120","X7130","X7150","X7170","X7190","X7210","X7250","X7260","X7280","X7300","X7331","X7340","X7370","X7380","X7430","X7460","X7490","X7520","X7540","X7590","X7670","X7680","X740","X1770","X2190","X4430","X5070","X6160","X6580","X11","X230","X490","X530","X540","X630","X640","X690","X770","X1290","X1370","X1390","X1870","X2035","X2060","X2240","X2250","X2300","X2580","X2640","X2870","X2882","X2920","X2940","X2971","X3090","X3091","X3095","X3280","X3310","X3490","X3550","X3650","X3970","X3990","X4000","X4030","X4080","X4123","X4330","X4335","X4340","X4360","X4447","X4641","X4660","X4679","X4680","X4689","X4750","X4760","X4810","X4812","X4840","X5000","X5170","X5310","X5420","X5540","X5671","X5739","X5740","X5830","X5850","X5911","X5990","X6291","X6450","X6460","X6690","X6800","X6850","X7010","X7020","X7100","X7221","X7330","X7350","X7410","X7420","X7480","X7530","X7580","X7630","X8110","X1250","X1400","X1420","X1430","X1460","X1490","X1500","X1900","X2120","X2610","X2810","X2970","X3089","X3451","X3480","X3660","X4021","X5150","X5220","X5260","X5380","X5390","X6050","X6970","X7353","X7560","X470","X510","X2280","X4020","X4661","X4670","X4940","X5840","X5950","X6540","X6550","X6570","X6590","X6620","X6860","X7222","X1782","X2110","X5500","X1180","X1280","X1340","X1830","X1860","X1880","X1980","X1990","X2080","X2180","X3140","X3440","X3620","X3824","X4450","X4790","X4932","X6230","X10210","X51830","X40","X590","X1510","X1810","X3333","X5212","X5986","X6680","X6750","X1310","X3880","X5470","X6883","X7240","X2881","X5012","X3070","X1780","X1861","X1945","X5135","X6121","X70","X1590","X3000","X3570","X3720","X4630","X5580","X5670","X6260","X6600","X6610","X6790","X7400","X1330","X534","X2980","X3875","X5610","X6420","X6500","X6700","X6720","X6780","X1300","X2490","X3050","X3080","X3670","X5480","X5491","X6470","X7352","X1470","X1512","X1520","X1530","X3700","X4240","X5450","X5677","X5680","X7000","X2860","X20","X30","X5871","X3450","X634","X700","X4205","X4295","X6300","X1230","X4642","X5660","X50","X1331","X2160","X2780","X2800","X3110","X3130","X3180","X3201","X3410","X3826","X3840","X4100","X4190","X4390","X4461","X4490","X4830","X4955","X5030","X5031","X5860","X5935","X6122","X6660","X7060","X7315","X7320","X7621","X290","X440","X2973","X4220","X4882","X6685","X7351","X5195"
"11",720540.068614812,1035489.17967314,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,15,0,0,0,0,0,1,0,1,0,0,1,0,0,7,0,1,2,0,2,8,13,0,0,0,0,24,1,10,31,11,1,8,0,44,16,0,6,0,6,0,1,7,0,0,2,0,0,0,3,0,0,0,12,26,3,26,0,0,0,4,12,0,7,0,0,0,0,11,12,0,29,4,0,0,0,0,9,3,0,8,8,0,0,1,5,11,22,0,0,20,0,2,17,0,2,12,12,18,18,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",919040.932660229,1348757.99153422,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0,0,5,3,0,0,20,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,7,1,0,7,0,4,0,12,0,0,0,0,2,0,6,4,2,7,1,0,23,26,0,1,22,6,4,5,13,7,0,4,5,0,0,17,11,0,1,23,53,9,51,0,0,0,5,7,2,14,3,0,1,0,2,1,0,13,0,5,0,0,0,1,2,0,3,5,0,0,1,3,10,0,0,9,33,0,3,43,2,0,11,15,11,11,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",908773.696484882,1185896.92868901,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,5,6,1,0,54,0,0,0,13,0,10,0,5,2,0,2,6,1,0,0,1,1,0,1,1,0,0,2,0,3,2,13,0,4,0,0,12,1,2,11,9,1,0,0,26,108,0,10,35,9,14,7,3,14,0,5,9,0,0,9,18,0,0,30,43,22,35,0,0,1,10,26,13,8,2,2,0,0,15,2,0,17,0,0,0,0,0,4,1,0,15,2,0,2,2,8,13,4,0,0,45,0,9,26,4,5,25,7,0,5,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",880019.762320833,1089661.42743881,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,5,0,1,4,2,2,1,0,2,0,0,1,7,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,31,2,12,0,0,0,1,2,0,5,0,0,0,0,1,1,0,8,0,1,0,0,0,2,0,0,2,0,0,0,0,0,4,4,0,0,29,0,1,7,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",812990.418409295,1232371.39646176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,9,0,2,0,53,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,12,0,1,2,13,0,0,0,0,2,4,6,8,18,6,2,0,20,67,0,0,29,11,12,9,8,3,0,2,6,0,0,38,5,0,0,29,53,10,47,0,0,0,5,37,29,24,7,1,0,0,9,2,0,25,1,0,3,1,0,4,1,0,17,7,0,0,4,2,9,8,0,12,29,2,9,36,2,4,20,19,32,7,11,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",975358.817390909,1007918.53594826,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,34,0,0,0,0,0,20,1,0,48,0,1,0,15,0,3,0,0,0,0,1,3,0,0,0,0,1,0,0,8,2,0,4,0,6,5,25,0,2,0,0,9,0,16,17,7,8,9,0,56,75,0,3,12,19,11,4,17,2,0,4,0,0,0,10,22,0,0,29,89,34,53,0,0,0,8,78,0,52,0,5,0,0,9,1,0,22,0,2,4,0,0,7,0,0,45,2,0,1,4,7,24,9,1,3,48,0,15,61,0,3,17,18,12,7,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",866430.289610877,1196965.5955576,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,14,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,8,0,0,9,5,2,0,0,21,39,0,0,1,2,17,3,0,0,0,2,2,0,0,9,0,0,0,24,30,0,2,0,0,0,4,0,55,18,0,17,0,0,2,1,0,5,0,0,0,0,0,0,0,0,12,1,0,1,0,2,0,0,0,0,20,1,7,20,1,0,19,1,0,2,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",845979.184293251,1348531.53275225,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,55,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,3,3,5,7,2,0,9,25,0,0,62,6,12,18,2,23,0,10,2,0,0,11,24,0,17,22,40,9,26,0,0,0,5,2,2,13,0,1,0,0,6,1,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,15,40,0,9,35,1,0,9,5,1,6,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",1011656.68584371,1018912.87685365,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,8,0,0,80,0,6,0,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,6,0,2,2,27,1,1,0,0,7,2,10,17,5,2,0,0,36,43,0,3,43,23,3,1,10,13,0,10,0,0,0,7,5,0,0,27,73,16,36,0,0,0,4,28,20,32,0,0,0,2,1,2,0,19,4,0,0,0,0,8,0,0,33,6,0,3,1,7,25,8,0,7,56,0,13,41,0,6,22,17,7,8,0,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",797124.161633423,893712.292801599,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,27,0,1,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,10,0,9,0,2,1,0,2,12,0,0,0,0,28,52,0,9,6,5,1,2,2,10,0,3,0,0,0,0,0,4,0,25,67,8,15,0,0,0,3,7,0,19,0,0,0,0,4,0,0,24,0,0,0,0,0,1,0,0,14,0,0,0,0,10,14,1,0,1,51,0,6,17,0,0,8,1,4,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
